Autoroute_A1_Saint_Denis
2022-01-06T02:00:00+00,CO,0.462000
2022-01-06T03:00:00+00,CO,0.469000
2022-01-06T04:00:00+00,CO,0.543000
2022-01-06T05:00:00+00,CO,0.518000
2022-01-06T06:00:00+00,CO,0.619000
2022-01-06T07:00:00+00,CO,0.718000
2022-01-06T08:00:00+00,CO,0.939000
2022-01-06T09:00:00+00,CO,0.881000
2022-01-06T10:00:00+00,CO,0.821000
2022-01-06T11:00:00+00,CO,0.898000
2022-01-06T12:00:00+00,CO,0.800000
2022-01-06T13:00:00+00,CO,0.611000
2022-01-06T14:00:00+00,CO,0.525000
2022-01-06T15:00:00+00,CO,0.494000
2022-01-06T16:00:00+00,CO,0.582000
2022-01-06T17:00:00+00,CO,0.667000
2022-01-06T18:00:00+00,CO,0.628000
2022-01-06T19:00:00+00,CO,0.714000
2022-01-06T20:00:00+00,CO,0.551000
2022-01-06T21:00:00+00,CO,0.475000
2022-01-06T22:00:00+00,CO,0.358000
2022-01-06T23:00:00+00,CO,0.369000
2022-01-07T00:00:00+00,CO,0.299000
2022-01-07T01:00:00+00,CO,0.185000
2022-01-07T02:00:00+00,CO,0.162000
2022-01-07T03:00:00+00,CO,0.186000
2022-01-07T04:00:00+00,CO,0.214000
2022-01-07T05:00:00+00,CO,0.285000
2022-01-07T06:00:00+00,CO,0.335000
2022-01-07T07:00:00+00,CO,0.430000
2022-01-07T08:00:00+00,CO,0.536000
2022-01-07T09:00:00+00,CO,0.348000
2022-01-07T10:00:00+00,CO,0.378000
2022-01-07T11:00:00+00,CO,0.454000
2022-01-07T12:00:00+00,CO,0.380000
2022-01-07T13:00:00+00,CO,0.361000
2022-01-07T14:00:00+00,CO,0.450000
2022-01-07T15:00:00+00,CO,0.379000
2022-01-07T16:00:00+00,CO,0.531000
2022-01-07T17:00:00+00,CO,0.540000
2022-01-07T18:00:00+00,CO,0.374000
2022-01-07T19:00:00+00,CO,0.310000
2022-01-07T20:00:00+00,CO,0.324000
2022-01-07T21:00:00+00,CO,0.295000
2022-01-07T22:00:00+00,CO,0.295000
2022-01-07T23:00:00+00,CO,0.244000
2022-01-08T00:00:00+00,CO,0.198000
2022-01-08T01:00:00+00,CO,0.244000
2022-01-08T02:00:00+00,CO,0.370000
2022-01-08T03:00:00+00,CO,0.316000
2022-01-08T04:00:00+00,CO,0.329000
2022-01-08T05:00:00+00,CO,0.356000
2022-01-08T06:00:00+00,CO,0.466000
2022-01-08T07:00:00+00,CO,0.440000
2022-01-08T08:00:00+00,CO,0.406000
2022-01-08T09:00:00+00,CO,0.483000
2022-01-08T10:00:00+00,CO,0.481000
2022-01-08T11:00:00+00,CO,0.431000
2022-01-08T12:00:00+00,CO,0.429000
2022-01-08T13:00:00+00,CO,0.415000
2022-01-08T14:00:00+00,CO,0.362000
2022-01-08T15:00:00+00,CO,0.355000
2022-01-08T16:00:00+00,CO,0.334000
2022-01-08T17:00:00+00,CO,0.309000
2022-01-08T18:00:00+00,CO,0.337000
2022-01-08T19:00:00+00,CO,0.402000
2022-01-08T20:00:00+00,CO,0.515000
2022-01-08T21:00:00+00,CO,0.389000
2022-01-08T22:00:00+00,CO,0.304000
2022-01-08T23:00:00+00,CO,0.354000
2022-01-09T00:00:00+00,CO,0.283000
2022-01-09T01:00:00+00,CO,0.237000
2022-01-09T02:00:00+00,CO,0.234000
2022-01-09T03:00:00+00,CO,0.193000
2022-01-09T04:00:00+00,CO,0.205000
2022-01-09T05:00:00+00,CO,0.215000
2022-01-09T06:00:00+00,CO,0.269000
2022-01-09T07:00:00+00,CO,0.298000
2022-01-09T08:00:00+00,CO,0.273000
2022-01-09T09:00:00+00,CO,0.361000
2022-01-09T10:00:00+00,CO,0.311000
2022-01-09T11:00:00+00,CO,0.383000
2022-01-09T12:00:00+00,CO,0.442000
2022-01-09T13:00:00+00,CO,0.537000
2022-01-09T14:00:00+00,CO,0.565000
2022-01-09T15:00:00+00,CO,0.553000
2022-01-09T16:00:00+00,CO,0.693000
2022-01-09T17:00:00+00,CO,0.783000
2022-01-09T18:00:00+00,CO,0.822000
2022-01-09T19:00:00+00,CO,0.734000
2022-01-09T20:00:00+00,CO,0.777000
2022-01-09T21:00:00+00,CO,0.712000
2022-01-09T22:00:00+00,CO,0.729000
2022-01-09T23:00:00+00,CO,0.615000
2022-01-10T00:00:00+00,CO,0.624000
2022-01-10T01:00:00+00,CO,0.823000
2022-01-10T02:00:00+00,CO,0.790000
2022-01-10T03:00:00+00,CO,0.860000
2022-01-10T04:00:00+00,CO,0.835000
2022-01-10T05:00:00+00,CO,0.772000
2022-01-10T06:00:00+00,CO,0.688000
2022-01-10T07:00:00+00,CO,0.727000
2022-01-10T08:00:00+00,CO,0.688000
2022-01-10T09:00:00+00,CO,0.462000
2022-01-10T10:00:00+00,CO,0.400000
2022-01-10T11:00:00+00,CO,0.472000
2022-01-10T12:00:00+00,CO,0.394000
2022-01-10T13:00:00+00,CO,0.380000
2022-01-10T14:00:00+00,CO,0.396000
2022-01-10T15:00:00+00,CO,0.354000
2022-01-10T16:00:00+00,CO,0.344000
2022-01-10T17:00:00+00,CO,0.300000
2022-01-10T18:00:00+00,CO,0.339000
2022-01-10T19:00:00+00,CO,0.302000
2022-01-10T20:00:00+00,CO,0.302000
2022-01-10T21:00:00+00,CO,0.315000
2022-01-10T22:00:00+00,CO,0.302000
2022-01-10T23:00:00+00,CO,0.302000
2022-01-11T00:00:00+00,CO,0.273000
2022-01-11T01:00:00+00,CO,0.251000
2022-01-11T02:00:00+00,CO,0.243000
2022-01-11T03:00:00+00,CO,0.249000
2022-01-11T04:00:00+00,CO,0.256000
2022-01-11T05:00:00+00,CO,0.281000
2022-01-11T06:00:00+00,CO,0.310000
2022-01-11T07:00:00+00,CO,0.422000
2022-01-11T08:00:00+00,CO,0.493000
2022-01-11T09:00:00+00,CO,0.470000
2022-01-11T10:00:00+00,CO,0.486000
2022-01-11T11:00:00+00,CO,0.438000
2022-01-11T12:00:00+00,CO,0.486000
2022-01-11T13:00:00+00,CO,0.514000
2022-01-11T14:00:00+00,CO,0.494000
2022-01-11T15:00:00+00,CO,0.473000
2022-01-11T16:00:00+00,CO,0.564000
2022-01-11T17:00:00+00,CO,0.620000
2022-01-11T18:00:00+00,CO,0.768000
2022-01-11T19:00:00+00,CO,0.588000
2022-01-11T20:00:00+00,CO,0.569000
2022-01-11T21:00:00+00,CO,0.560000
2022-01-11T22:00:00+00,CO,0.532000
2022-01-11T23:00:00+00,CO,0.457000
2022-01-12T00:00:00+00,CO,0.474000
2022-01-12T01:00:00+00,CO,0.392000
2022-01-12T02:00:00+00,CO,0.399000
2022-01-12T03:00:00+00,CO,0.415000
2022-01-12T04:00:00+00,CO,0.394000
2022-01-12T05:00:00+00,CO,0.439000
2022-01-12T06:00:00+00,CO,0.491000
2022-01-12T07:00:00+00,CO,0.566000
2022-01-12T08:00:00+00,CO,0.705000
2022-01-12T09:00:00+00,CO,0.714000
2022-01-12T10:00:00+00,CO,0.779000
2022-01-12T11:00:00+00,CO,0.834000
2022-01-12T12:00:00+00,CO,0.854000
2022-01-12T13:00:00+00,CO,0.819000
2022-01-12T14:00:00+00,CO,0.848000
2022-01-12T15:00:00+00,CO,0.843000
2022-01-12T16:00:00+00,CO,0.701000
2022-01-12T17:00:00+00,CO,0.619000
2022-01-12T18:00:00+00,CO,0.631000
2022-01-12T19:00:00+00,CO,0.655000
2022-01-12T20:00:00+00,CO,0.606000
2022-01-12T21:00:00+00,CO,0.503000
2022-01-12T22:00:00+00,CO,0.448000
2022-01-12T23:00:00+00,CO,0.389000
2022-01-13T00:00:00+00,CO,0.376000
2022-01-13T01:00:00+00,CO,0.378000
2022-01-13T02:00:00+00,CO,0.347000
2022-01-13T03:00:00+00,CO,0.344000
2022-01-13T04:00:00+00,CO,0.353000
2022-01-13T05:00:00+00,CO,0.396000
2022-01-13T06:00:00+00,CO,0.436000
2022-01-13T07:00:00+00,CO,0.499000
2022-01-13T08:00:00+00,CO,0.494000
2022-01-13T09:00:00+00,CO,0.548000
2022-01-13T10:00:00+00,CO,0.482000
2022-01-13T11:00:00+00,CO,0.482000
2022-01-13T12:00:00+00,CO,0.509000
2022-01-13T13:00:00+00,CO,0.489000
2022-01-13T14:00:00+00,CO,0.485000
2022-01-13T15:00:00+00,CO,0.545000
2022-01-13T16:00:00+00,CO,0.548000
2022-01-13T17:00:00+00,CO,0.648000
2022-01-13T18:00:00+00,CO,0.770000
2022-01-13T19:00:00+00,CO,0.841000
2022-01-13T20:00:00+00,CO,0.854000
2022-01-13T21:00:00+00,CO,0.756000
